keypoint_0,keypoint_1,keypoint_2,keypoint_3,keypoint_4,keypoint_5,keypoint_6,keypoint_7,keypoint_8,keypoint_9,keypoint_10,keypoint_11,keypoint_12,keypoint_13,keypoint_14,keypoint_15,keypoint_16,keypoint_17,keypoint_18,keypoint_19,keypoint_20,keypoint_21,keypoint_22,keypoint_23,keypoint_24,keypoint_25,keypoint_26,keypoint_27,keypoint_28,keypoint_29,keypoint_30,keypoint_31,keypoint_32,keypoint_33,keypoint_34,keypoint_35,keypoint_36,keypoint_37,keypoint_38,keypoint_39,keypoint_40,keypoint_41,keypoint_42,keypoint_43,keypoint_44,keypoint_45,keypoint_46,keypoint_47,keypoint_48,keypoint_49,keypoint_50,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,label
771.8731689453125,138.7790985107422,0.991387665271759,824.763671875,117.4403305053711,0.9860803484916687,764.8456420898438,102.1519775390625,0.88639897108078,924.6586303710938,184.84878540039062,0.9647305607795715,0.0,0.0,0.23663471639156342,986.9752197265625,472.9576416015625,0.9966006875038147,733.6195068359375,383.1054382324219,0.985000491142273,968.2692260742188,843.7027587890625,0.968593180179596,728.1122436523438,661.7059326171875,0.8551634550094604,879.1122436523438,1062.4822998046875,0.8751795887947083,672.5750732421875,881.6397705078125,0.679033100605011,873.22998046875,1020.8836669921875,0.7875553965568542,701.2459716796875,965.0999145507812,0.7054980397224426,0.0,0.0,0.030778666958212852,0.0,0.0,0.019929641857743263,0.0,0.0,0.0019614719785749912,0.0,0.0,0.0015674111200496554,160.7165428799457,166.96051613911317,8.839192050604808,2.0513531511143963,90.0322763003676,90.03292652790482,curl de biceps
721.8919067382812,247.8153839111328,0.9875534772872925,743.8306884765625,221.90750122070312,0.9762141108512878,708.659423828125,227.65310668945312,0.9070943593978882,801.5806274414062,226.13230895996094,0.9004353880882263,0.0,0.0,0.37415388226509094,851.6292724609375,365.1683654785156,0.9952078461647034,694.3720092773438,371.450927734375,0.9879507422447205,849.6043090820312,503.822998046875,0.9846929311752319,636.7000732421875,502.07257080078125,0.9430927038192749,814.2338256835938,357.0247497558594,0.9721216559410095,636.6721801757812,362.248046875,0.921576201915741,804.78564453125,730.0228271484375,0.9923341274261475,699.9256591796875,729.7594604492188,0.987758219242096,807.2069702148438,978.1561279296875,0.9174798130989075,718.9697875976562,973.4384155273438,0.8817549347877502,0.0,0.0,0.35088911652565,0.0,0.0,0.30118221044540405,14.383696214927905,23.833813511446778,6.479466710909857,24.710367435970056,38.97152129224494,31.980439239372924,curl de biceps
786.6428833007812,142.83192443847656,0.987135112285614,838.2014770507812,123.01385498046875,0.977784276008606,779.7544555664062,104.69041442871094,0.859272837638855,938.994873046875,198.1383514404297,0.9357605576515198,0.0,0.0,0.2294524759054184,992.6310424804688,491.8231201171875,0.9912596344947815,752.6072998046875,397.5519714355469,0.9873557686805725,978.8099365234375,835.8072509765625,0.9446563720703125,729.226318359375,651.925537109375,0.9121952652931213,887.1132202148438,1051.66796875,0.8757571578025818,675.689453125,869.244873046875,0.8276568651199341,897.8257446289062,1010.9743041992188,0.8185808062553406,735.8580932617188,954.15869140625,0.8114883899688721,0.0,0.0,0.04990518465638161,0.0,0.0,0.04837312921881676,0.0,0.0,0.003735485952347517,0.0,0.0,0.003848476568236947,159.2852967111083,171.41232876124224,8.048217393536426,3.528034619254716,90.0325730614738,90.03628636557985,curl de biceps
802.3036499023438,150.6437530517578,0.9926643967628479,850.0608520507812,124.56727600097656,0.9873385429382324,797.1350708007812,117.52806091308594,0.9030224680900574,951.0745849609375,177.9736328125,0.9664949774742126,0.0,0.0,0.2346479594707489,1017.7359008789062,454.3608093261719,0.9953247308731079,787.2986450195312,391.4119873046875,0.9898627996444702,1014.6460571289062,796.6449584960938,0.966362476348877,754.123779296875,643.1685180664062,0.9150571227073669,882.4039916992188,1056.5316162109375,0.8980496525764465,651.4171752929688,825.7055053710938,0.8089620471000671,890.9288330078125,1028.00439453125,0.8368224501609802,732.7913818359375,974.9855346679688,0.8164495825767517,0.0,0.0,0.04270002990961075,0.0,0.0,0.033709462732076645,0.0,0.0,0.0026106243021786213,0.0,0.0,0.0023673870600759983,153.54815449273488,158.14202039987603,11.947891438206126,2.170729551884845,90.03344721445949,90.03677053946622,curl de biceps
828.0571899414062,168.6913299560547,0.9926649928092957,876.3916625976562,137.4746856689453,0.9879265427589417,822.7052612304688,128.85267639160156,0.9054969549179077,977.182861328125,176.49130249023438,0.9650232195854187,0.0,0.0,0.2342890202999115,1034.1767578125,452.5796203613281,0.9944272041320801,814.976806640625,388.0401916503906,0.9888527393341064,1025.348876953125,793.0266723632812,0.9608429074287415,761.9804077148438,625.6361083984375,0.9080959558486938,854.5631713867188,966.2997436523438,0.9177103042602539,624.959228515625,724.1478271484375,0.847786545753479,905.0311279296875,1009.4597778320312,0.8228596448898315,761.3438720703125,958.1631469726562,0.8041614890098572,0.0,0.0,0.058328527957201004,0.0,0.0,0.04844236746430397,0.0,0.0,0.003545689396560192,0.0,0.0,0.003301441203802824,136.89957328701482,138.28848402092513,11.571257905124664,7.199994661183123,90.03230980380484,90.03538078895929,curl de biceps
842.5075073242188,198.18199157714844,0.9904664754867554,890.6112060546875,165.79586791992188,0.986212968826294,837.4426879882812,158.1697540283203,0.8875122666358948,994.6741333007812,192.5830535888672,0.9600679278373718,0.0,0.0,0.2077154815196991,1051.9921875,432.4022216796875,0.9927536845207214,827.6904296875,381.2843933105469,0.9878073334693909,1052.7681884765625,753.8346557617188,0.9594166874885559,764.8587036132812,594.6446533203125,0.9081114530563354,860.5630493164062,824.7826538085938,0.9399092197418213,589.3192749023438,614.7482299804688,0.866020143032074,928.6298828125,948.9151611328125,0.884230375289917,784.40625,906.8405151367188,0.8662782311439514,0.0,0.0,0.12906384468078613,0.0,0.0,0.10639935731887817,0.0,0.0,0.00769494054839015,0.0,0.0,0.007176456972956657,110.12211405168813,112.94230505879284,13.571024765144003,11.700807148911352,90.03258851763466,90.03631114339815,curl de biceps
839.3035278320312,236.7563018798828,0.9923567771911621,880.63525390625,200.33567810058594,0.9881576895713806,832.9985961914062,198.37994384765625,0.900434672832489,983.5054321289062,208.12501525878906,0.9626590609550476,0.0,0.0,0.19473931193351746,1057.50732421875,448.7407531738281,0.9938175082206726,839.88037109375,394.8524475097656,0.9867957830429077,1037.0732421875,748.4165649414062,0.9564407467842102,763.9302978515625,582.2842407226562,0.9073452949523926,880.3710327148438,692.42333984375,0.9519882202148438,623.3836669921875,535.2606811523438,0.889200747013092,912.808837890625,946.719482421875,0.8901770114898682,779.1414184570312,898.2808227539062,0.8776639699935913,0.0,0.0,0.17979910969734192,0.0,0.0,0.15191298723220825,0.0,0.0,0.010885181836783886,0.0,0.0,0.010252888314425945,74.23785430997863,93.55948989186493,12.301559800024021,15.178985666431789,90.03094938562025,90.03496955825936,curl de biceps
834.8139038085938,259.7080078125,0.9885114431381226,870.9788818359375,223.34158325195312,0.9840832352638245,824.8787231445312,226.8525848388672,0.8595922589302063,981.88818359375,229.10414123535156,0.9462016224861145,0.0,0.0,0.16510823369026184,1057.510009765625,451.38104248046875,0.9917181730270386,845.0917358398438,407.8279724121094,0.9839173555374146,1030.579833984375,763.9353637695312,0.9491849541664124,766.486083984375,605.9689331054688,0.894460916519165,972.4133911132812,750.0286254882812,0.9275174736976624,690.9298706054688,517.6387939453125,0.8425552248954773,916.53271484375,962.8516235351562,0.899371862411499,781.9628295898438,923.1112670898438,0.8773390650749207,0.0,0.0,0.196564719080925,0.0,0.0,0.1669289618730545,0.0,0.0,0.014678537845611572,0.0,0.0,0.014094390906393528,81.47837050079583,62.182188001088605,10.48534006240219,14.654343002399632,90.0302918846911,90.0336449951468,curl de biceps
824.8641967773438,292.2594299316406,0.990050733089447,854.71875,252.82366943359375,0.9838179349899292,810.7972412109375,260.8700256347656,0.8766747713088989,957.7877807617188,244.12991333007812,0.9462887048721313,0.0,0.0,0.16812869906425476,1056.4580078125,464.9474792480469,0.9923581480979919,832.201904296875,418.35650634765625,0.9815441370010376,989.6943359375,748.8366088867188,0.9485660791397095,737.4612426757812,605.3294677734375,0.89836585521698,939.9031982421875,522.578369140625,0.9361847043037415,653.1599731445312,436.8742370605469,0.8605883121490479,896.400634765625,987.4420166015625,0.8201013207435608,751.388671875,937.851318359375,0.7961722016334534,0.0,0.0,0.08368989080190659,0.0,0.0,0.06791570782661438,0.0,0.0,0.0043587032705545425,0.0,0.0,0.004157491493970156,25.64494272170548,53.4567881239371,3.7975104901248278,18.029558299064643,90.03163784655027,90.03472168462496,curl de biceps
813.1060180664062,326.4384765625,0.992334246635437,844.6607666015625,280.1871643066406,0.9873981475830078,783.8180541992188,290.72613525390625,0.9174548387527466,941.8614501953125,244.08827209472656,0.941457986831665,0.0,0.0,0.20791980624198914,1044.2366943359375,456.86474609375,0.9924922585487366,788.947509765625,416.1600341796875,0.9782508015632629,976.5166015625,760.5570678710938,0.9489885568618774,713.1622314453125,620.8407592773438,0.8813890814781189,923.6173095703125,524.277587890625,0.9438132047653198,658.555419921875,446.977783203125,0.866174042224884,893.8112182617188,981.46826171875,0.8080583214759827,734.9260864257812,937.6445922851562,0.7682077884674072,0.0,0.0,0.09983956068754196,0.0,0.0,0.0761605054140091,0.0,0.0,0.006128805223852396,0.0,0.0,0.005484947469085455,25.19020675473383,37.75407342441139,3.4291257664596766,14.40335583111937,90.03056786285948,90.03328298036767,curl de biceps
